"identifier","log2FoldChange","logCPM","LR","pvalue","padj","gene","chrom","strand","Symbol"
"ENSG00000015568",-2.36503646611174,4.23665858099922,48.9468987447659,2.62986733350519e-12,3.98977173166073e-08,"RGPD5","chr2","+","RGPD5"
"ENSG00000018625",-3.93432886264418,4.93005948217968,31.5825871213545,1.9113581188274e-08,0.000254459106359492,"ATP1A2","chr1","+","ATP1A2"
"ENSG00000019505",4.56148466309279,4.27651033769116,41.4003924019329,1.24032486940871e-10,1.79599041090381e-06,"SYT13","chr11","-","SYT13"
"ENSG00000022267",-3.27378747342513,7.94861595441166,56.6846427252088,5.11615499795379e-14,8.04003757928438e-10,"FHL1","chrX","+","FHL1"
"ENSG00000024526",4.539233447302,1.65070524952463,126.585677842736,2.28903013224663e-29,4.02388606947636e-25,"DEPDC1","chr1","-","DEPDC1"
"ENSG00000025423",3.16687054150738,0.839421985847289,94.8947605501048,2.00780556124979e-22,3.44238263476276e-18,"HSD17B6","chr12","+","HSD17B6"
"ENSG00000026036",-2.65494380771568,4.97923638790691,80.6942484981047,2.63487933766535e-19,4.42765123901286e-15,"RTEL1-TNFRSF6B","chr20","+","RTEL1-TNFRSF6B"
"ENSG00000027644",-3.36734557897031,0.717458893129684,52.5361015311105,4.22411551613326e-13,6.52879294173556e-09,"INSRR","chr1","-","INSRR"
"ENSG00000029153",2.03004017206644,2.67105987981648,36.1370994819305,1.83911954899612e-09,2.55876702851831e-05,"ARNTL2","chr12","+","ARNTL2"
"ENSG00000029993",4.03904987790605,5.12837124305675,201.250793767542,1.11399912657283e-45,1.98726304189326e-41,"HMGB3","chrX","+","HMGB3"
"ENSG00000034239",-2.85374247464247,2.24104890846539,39.9124059513849,2.65610818075293e-10,3.8067342446551e-06,"EFCAB1","chr8","-","EFCAB1"
"ENSG00000034510",2.50601297904043,9.23236767316386,145.119902873782,2.02184230612475e-33,3.57866088184082e-29,"TMSB10","chr2","+","TMSB10"
"ENSG00000034971",-6.62943104139449,1.67134568910348,101.966670279563,5.64638309397776e-24,9.75469143315598e-20,"MYOC","chr1","-","MYOC"
"ENSG00000035499",4.38644882363999,0.931413287210325,108.070766575182,2.59350758297314e-25,4.50492267162434e-21,"DEPDC1B","chr5","-","DEPDC1B"
"ENSG00000036448",-2.0187688182713,1.80996639443952,43.0733812874227,5.27247357611021e-11,7.73419148879607e-07,"MYOM2","chr8","+","MYOM2"
"ENSG00000036530",-2.00873065816175,1.64947451898856,46.7511107205686,8.05992423629047e-12,1.20689305514214e-07,"CYP46A1","chr14","+","CYP46A1"
"ENSG00000037042",-2.01205759485441,4.97116755048968,99.3042598609195,2.16541777866897e-23,3.7305817490909e-19,"TUBG2","chr17","+","TUBG2"
"ENSG00000037280",-2.10995621652855,5.63573339414462,71.9415075821832,2.21671728189358e-17,3.65980023240629e-13,"FLT4","chr5","-","FLT4"
"ENSG00000038427",2.18640622975939,7.31291581889062,58.9180378576858,1.64378396642564e-14,2.60687699235443e-10,"VCAN","chr5","+","VCAN"
"ENSG00000038945",2.61582227924875,4.40471051230761,44.56851033092,2.45610378613182e-11,3.6350336034751e-07,"MSR1","chr8","-","MSR1"
"ENSG00000042062",-3.15831930329267,5.30273419468862,29.7454010524961,4.92673677892532e-08,0.000643185486488701,"FAM65C","chr20","-","FAM65C"
"ENSG00000046889",-2.18084324903972,4.50148713435443,46.9207326560496,7.39166147608859e-12,1.10808397188044e-07,"PREX2","chr8","+","PREX2"
"ENSG00000047597",2.29958996870668,0.837456365698106,29.8501379604246,4.66763665255685e-08,0.000610106786855706,"XK","chrX","+","XK"
"ENSG00000047634",-2.25028882470126,4.88766929001985,44.4564902080433,2.60073362345396e-11,3.8470051758131e-07,"SCML1","chrX","+","SCML1"
"ENSG00000047648",-2.55920000118038,3.83733739925664,117.663270489137,2.05470454457401e-27,3.59223995527875e-23,"ARHGAP6","chrX","-","ARHGAP6"
"ENSG00000049283",2.00701115644673,4.23357180515363,29.5545307876566,5.43654217338255e-08,0.000707750279014573,"EPN3","chr17","+","EPN3"
"ENSG00000049768",2.8443666767019,1.33154101828296,115.967882448458,4.83056605374737e-27,8.43610055626441e-23,"FOXP3","chrX","-","FOXP3"
"ENSG00000050555",-3.24280674535923,3.59166130338612,43.9624459633779,3.34737056874923e-11,4.93469369245012e-07,"LAMC3","chr9","+","LAMC3"
"ENSG00000051180",4.11496987195937,1.95787781061946,144.507624059579,2.75174243400339e-33,4.869208236969e-29,"RAD51","chr15","+","RAD51"
"ENSG00000051341",3.66258529195754,1.89878502621707,63.9667444749679,1.26537244506743e-15,2.04091921664926e-11,"POLQ","chr3","-","POLQ"
"ENSG00000052850",-3.48580984251081,3.78814408932034,38.510000486991,5.44738390067069e-10,7.71567455690996e-06,"ALX4","chr11","-","ALX4"
"ENSG00000053747",-3.13643697173329,6.78831213689772,52.0420193425187,5.43255762491059e-13,8.37428757879968e-09,"LAMA3","chr18","+","LAMA3"
"ENSG00000054277",2.40535781296728,3.93795857330062,115.944024264093,4.88903001091432e-27,8.53722420505858e-23,"OPN3","chr1","-","OPN3"
"ENSG00000055732",-2.44281117119087,3.51211413241434,46.4479587535439,9.40843169058737e-12,1.40646645342591e-07,"MCOLN3","chr1","-","MCOLN3"
"ENSG00000055955",-2.37940010214196,2.98631432874668,54.4139736981247,1.62403909454184e-13,2.53041531320565e-09,"ITIH4","chr3","-","ITIH4"
"ENSG00000059573",2.41926839037693,6.11343222288974,215.846425131179,7.2848846626477e-49,1.30035191228261e-44,"ALDH18A1","chr10","-","ALDH18A1"
"ENSG00000060709",-3.0271839034138,0.273265011237986,33.567441925186,6.88353350366223e-09,9.34302002452074e-05,"RIMBP2","chr12","-","RIMBP2"
"ENSG00000060718",6.59012184846319,5.76133065581394,200.767635336402,1.42009778817572e-45,2.53317043454784e-41,"COL11A1","chr1","-","COL11A1"
"ENSG00000062524",-2.62322325990575,0.600322748690762,50.1636975853311,1.41440371310272e-12,2.15908726805129e-08,"LTK","chr15","-","LTK"
"ENSG00000064199",2.11321620139641,2.65916955077605,59.546609219565,1.19431743764372e-14,1.8983675671347e-10,"SPA17","chr11","+","SPA17"
"ENSG00000064201",-2.22888655503148,0.591746497067299,64.1849628367508,1.13269973297128e-15,1.82806409904234e-11,"TSPAN32","chr11","+","TSPAN32"
"ENSG00000064763",2.22411737340917,3.51802243257814,45.5005388423196,1.52596842884989e-11,2.2713953715721e-07,"FAR2","chr12","+","FAR2"
"ENSG00000064886",2.24117750584872,4.79187189056038,36.0394337380475,1.93364471164091e-09,2.68815287812319e-05,"CHI3L2","chr1","+","CHI3L2"
"ENSG00000065183",3.11997436124925,5.93944927105457,167.999773088392,2.02325583808899e-38,3.59815818245746e-34,"WDR3","chr1","+","WDR3"
"ENSG00000065328",4.3545495546231,2.2720010516517,62.7545673313614,2.34137997944313e-15,3.76072452298156e-11,"MCM10","chr10","+","MCM10"
"ENSG00000066279",5.50975123009246,3.13277405556553,156.630208808073,6.16530818258548e-36,1.09471212089988e-31,"ASPM","chr1","-","ASPM"
"ENSG00000066382",-2.31394718793241,2.33541490221685,42.6313199612167,6.60925967787652e-11,9.65811116728096e-07,"MPPED2","chr11","-","MPPED2"
"ENSG00000066735",-2.24240457155464,3.86512883176873,41.7912464039177,1.01557075139931e-10,1.47511651640749e-06,"KIF26A","chr14","+","KIF26A"
"ENSG00000067191",-2.42247729685231,4.30353824773067,70.3408257825592,4.98943505662719e-17,8.19913862855546e-13,"CACNB1","chr17","-","CACNB1"
"ENSG00000067445",-2.0525259029993,4.65424818944357,51.6574916324894,6.60780216102862e-13,1.0162799723662e-08,"TRO","chrX","+","TRO"
"ENSG00000067840",-2.6529015759665,3.40568756051592,72.3507198329461,1.80157077171384e-17,2.97763617148863e-13,"PDZD4","chrX","-","PDZD4"
"ENSG00000067992",2.23423477316323,3.50869626618435,89.7078012187065,2.76064301798992e-21,4.70358357405122e-17,"PDK3","chrX","+","PDK3"
"ENSG00000068489",4.10115106884762,2.09864490727088,144.217884695658,3.18385928588514e-33,5.63352062044517e-29,"PRR11","chr17","+","PRR11"
"ENSG00000068831",-2.34788693572042,4.30187202005381,61.491873285403,4.44574329036285e-15,7.11452298756767e-11,"RASGRP2","chr11","-","RASGRP2"
"ENSG00000068976",-2.91929775089466,2.61743364962816,49.4629953628774,2.02149015160615e-12,3.07428222256263e-08,"PYGM","chr11","-","PYGM"
"ENSG00000069011",5.32213616265497,3.47521222152314,154.188284384694,2.10659696272465e-35,3.7373136715698e-31,"PITX1","chr5","-","PITX1"
"ENSG00000069702",-2.86821578151013,7.54506826423032,43.3284220494215,4.62811892655256e-11,6.79963232689103e-07,"TGFBR3","chr1","-","TGFBR3"
"ENSG00000070081",2.56942538523509,6.30075521328826,147.346164952193,6.59262581287165e-34,1.16794958900834e-29,"NUCB2","chr11","+","NUCB2"
"ENSG00000070388",-2.91103644093336,-0.419981352352284,29.141539917258,6.72788828681023e-08,0.000872674389682155,"FGF22","chr19","+","FGF22"
"ENSG00000071539",3.59307485223637,2.90816112323306,138.793247507092,4.88776722082647e-32,8.63130813525746e-28,"TRIP13","chr5","+","TRIP13"
"ENSG00000072163",-2.48878391157988,6.52177663691057,101.9410292998,5.7199442785685e-24,9.88120374122709e-20,"LIMS2","chr2","-","LIMS2"
"ENSG00000072195",-2.86805882797655,6.0809185021512,112.669421554411,2.54923816871828e-26,4.44306720425909e-22,"SPEG","chr2","+","SPEG"
"ENSG00000072274",2.23098438096162,6.36491016061222,52.8484372933582,3.60305222619704e-13,5.57572332003992e-09,"TFRC","chr3","-","TFRC"
"ENSG00000072571",4.95926958435295,2.22201848356942,122.65813315908,1.65670590776169e-28,2.90586216221401e-24,"HMMR","chr5","+","HMMR"
"ENSG00000073111",2.13919716428806,4.74575761741893,63.0928624599995,1.97187354872279e-15,3.16998391692676e-11,"MCM2","chr3","+","MCM2"
"ENSG00000073670",-3.09155270547118,1.56409470112487,83.0610199381923,7.95591718281672e-20,1.34224278791301e-15,"ADAM11","chr17","+","ADAM11"
"ENSG00000074201",2.09125204166304,6.11066073475034,139.148450938157,4.08725529214728e-32,7.21809284593209e-28,"CLNS1A","chr11","-","CLNS1A"
"ENSG00000074211",4.61497452373288,2.71069512817741,55.9875747930147,7.29304800120057e-14,1.14318527418819e-09,"PPP2R2C","chr4","-","PPP2R2C"
"ENSG00000074966",-2.00123204430164,0.208556770856218,35.1984891171187,2.97754465461024e-09,4.10841611443121e-05,"TXK","chr4","-","TXK"
"ENSG00000075218",4.38904494108899,2.09263685375412,130.492198686728,3.19786572789708e-30,5.63240090654513e-26,"GTSE1","chr22","+","GTSE1"
"ENSG00000075702",2.20361871936279,2.27050499498329,51.1471920854328,8.56931709343618e-13,1.31430832063418e-08,"WDR62","chr19","+","WDR62"
"ENSG00000075826",-3.77892567448474,5.41107178559394,223.956826595373,1.23974657680515e-50,2.21406341151632e-46,"SEC31B","chr10","-","SEC31B"
"ENSG00000076382",2.3976072333901,3.73599499870826,70.9515173337905,3.66112034662163e-17,6.02730242664318e-13,"SPAG5","chr17","-","SPAG5"
"ENSG00000076554",2.4624711529337,6.74130976134836,142.926997545429,6.0980724105287e-33,1.078444105802e-28,"TPD52","chr8","-","TPD52"
"ENSG00000077063",-2.59429803214777,3.32998638280207,48.6964581030716,2.98805566541619e-12,4.52780074980515e-08,"CTTNBP2","chr7","-","CTTNBP2"
"ENSG00000077152",4.87451512119165,3.03686654191729,220.257780470977,7.94612227691739e-50,1.41862121009806e-45,"UBE2T","chr1","-","UBE2T"
"ENSG00000077264",-2.61678714508742,4.09325646100072,48.3619844993524,3.5437183312053e-12,5.35810211678241e-08,"PAK3","chrX","+","PAK3"
"ENSG00000077616",-3.67900328641281,2.51579573703873,107.522818377949,3.4194571686364e-25,5.93583569903594e-21,"NAALAD2","chr11","+","NAALAD2"
"ENSG00000078081",3.5623755815465,1.94936952903532,97.1247988919788,6.509251064889e-23,1.11907044307572e-18,"LAMP3","chr3","-","LAMP3"
"ENSG00000078549",-3.04881063619079,3.39046476221762,61.3807102627142,4.70396599677334e-15,7.52352321523929e-11,"ADCYAP1R1","chr7","+","ADCYAP1R1"
"ENSG00000078596",-2.44283200421759,5.98766846168005,91.2434085748756,1.27042494778306e-21,2.16912355584479e-17,"ITM2A","chrX","-","ITM2A"
"ENSG00000078814",-3.34329333485722,1.78682205866846,108.48714079589,2.10209698472122e-25,3.65281393035006e-21,"MYH7B","chr20","+","MYH7B"
"ENSG00000079101",2.11053086192918,1.51668106050241,39.5974692309453,3.1208747092346e-10,4.46347500914733e-06,"CLUL1","chr18","+","CLUL1"
"ENSG00000079102",-2.4457721579085,4.36439545303036,73.2272875379481,1.15547189534626e-17,1.91415474183062e-13,"RUNX1T1","chr8","-","RUNX1T1"
"ENSG00000079335",-2.06645376875739,3.86974214530951,43.5292946443806,4.17659995782506e-11,6.14210789797753e-07,"CDC14A","chr1","+","CDC14A"
"ENSG00000079337",-3.52972368174178,7.07804474984132,134.007776663424,5.44218901692422e-31,9.59457923683739e-27,"RAPGEF3","chr12","-","RAPGEF3"
"ENSG00000079462",2.82533945692061,4.60646112220403,149.602464286144,2.11764092988359e-34,3.75351854821866e-30,"PAFAH1B3","chr19","-","PAFAH1B3"
"ENSG00000080947",-2.61605243870629,3.00741347629136,144.724335230126,2.46733715646942e-33,4.36669329951958e-29,"CROCCP3","chr1","-","CROCCP3"
"ENSG00000080986",4.73627652653004,2.30133841793468,193.857009825596,4.57585635802698e-44,8.15829430072631e-40,"NDC80","chr18","+","NDC80"
"ENSG00000081041",-3.27897580571282,4.16940466061622,49.2479018838615,2.25574483370294e-12,3.42737870032825e-08,"CXCL2","chr4","-","CXCL2"
"ENSG00000081181",2.30434930094163,2.27955130626255,43.5379875859283,4.15808790289639e-11,6.11571568758002e-07,"ARG2","chr14","+","ARG2"
"ENSG00000081985",2.16523674740741,0.272583821855204,34.0366263880434,5.40843606800718e-09,7.379270171189e-05,"IL12RB2","chr1","+","IL12RB2"
"ENSG00000082153",2.02553009080463,7.83856609155672,80.1061458743414,3.54827040284566e-19,5.95399773597502e-15,"BZW1","chr2","+","BZW1"
"ENSG00000082497",2.52769125857722,5.14247606209344,99.7706188570688,1.71109932754779e-23,2.94976413075964e-19,"SERTAD4","chr1","+","SERTAD4"
"ENSG00000083067",-4.16476705439461,-0.462136342680164,119.23974521612,9.28066380089434e-28,1.62467300498456e-23,"TRPM3","chr9","-","TRPM3"
"ENSG00000084628",5.26445903577334,3.1798637491159,42.7122387483722,6.34142860600921e-11,9.27307105056726e-07,"NKAIN1","chr1","-","NKAIN1"
"ENSG00000085563",-2.14269311344933,3.45179023622225,50.0246847972289,1.51823942473828e-12,2.31683336215062e-08,"ABCB1","chr7","-","ABCB1"
"ENSG00000085840",2.8840680924812,1.37717333247726,54.0898686465841,1.91526258743817e-13,2.98110621734752e-09,"ORC1","chr1","-","ORC1"
"ENSG00000085999",3.37393064917171,1.51317439280746,59.771837358546,1.06516710468095e-14,1.69489389696833e-10,"RAD54L","chr1","+","RAD54L"
"ENSG00000086548",6.03493476742582,4.83022918098491,122.814106525998,1.53145629410444e-28,2.68632748548859e-24,"CEACAM6","chr19","+","CEACAM6"
"ENSG00000086598",2.03126138654084,7.77096627998325,130.787470125233,2.75587358770231e-30,4.85447132473762e-26,"TMED2","chr12","+","TMED2"
"ENSG00000087460",2.63130907489296,10.2049407626915,181.428523722575,2.36331871207813e-41,4.2102522855672e-37,"GNAS","chr20","+","GNAS"
"ENSG00000087502",2.16896730246211,5.34711744938141,138.386747919129,5.99803256216308e-32,1.05901262917551e-27,"ERGIC2","chr12","-","ERGIC2"
"ENSG00000087586",4.61054388344362,3.09138362635777,218.332442056513,2.0899055409276e-49,3.73069038110985e-45,"AURKA","chr20","-","AURKA"
"ENSG00000088325",5.68608990659288,4.71906225030575,221.233896770102,4.86678976821677e-50,8.69013981012786e-46,"TPX2","chr20","+","TPX2"
"ENSG00000088992",-2.34758994572998,2.68894034751749,30.570595067781,3.21936194442146e-08,0.00042424751703586,"TESC","chr12","-","TESC"
"ENSG00000089356",2.4582046940115,6.86161276026554,78.2147530721832,9.2425647797578e-19,1.54526440552771e-14,"FXYD3","chr19","+","FXYD3"
"ENSG00000089685",5.89975799980722,3.88181080485375,180.377225107734,4.00919554304306e-41,7.1415800208226e-37,"BIRC5","chr17","+","BIRC5"
"ENSG00000089723",2.1692917893863,1.27419203656931,43.4439768823604,4.36272428345635e-11,6.41364096910917e-07,"OTUB2","chr14","+","OTUB2"
"ENSG00000090006",-2.71533087581401,7.47466627644704,89.7676282460371,2.67841129635035e-21,4.56428069011063e-17,"LTBP4","chr19","+","LTBP4"
"ENSG00000090382",3.64967139072868,6.30895482663326,31.2085595893593,2.3174199882909e-08,0.000307058148448545,"LYZ","chr12","+","LYZ"
"ENSG00000090889",5.74737652503479,2.87454494899308,140.621063220223,1.9471689894682e-32,3.44123175508714e-28,"KIF4A","chrX","+","KIF4A"
"ENSG00000091536",-2.32287114604955,1.60780719879671,84.1104765003288,4.67884745615056e-20,7.90818797038567e-16,"MYO15A","chr17","+","MYO15A"
"ENSG00000091592",-2.47611985302049,5.99897378770908,105.618588622284,8.93852630371027e-25,1.54922537895906e-20,"NLRP1","chr17","-","NLRP1"
"ENSG00000091651",3.05444994914297,1.75814790166032,80.7266103941517,2.59208000648086e-19,4.35624965889174e-15,"ORC6","chr16","+","ORC6"
"ENSG00000091704",-7.52682824603834,2.65367887084776,65.3192460583695,6.36962292052591e-16,1.03143303952076e-11,"CPA1","chr7","+","CPA1"
"ENSG00000092009",-3.55569138990127,0.45784698933728,29.3242247766224,6.12254897020035e-08,0.000795257885739323,"CMA1","chr14","-","CMA1"
"ENSG00000092051",-2.49623050969248,0.895584878382131,47.5238059367567,5.43400214940184e-12,8.17762983463483e-08,"JPH4","chr14","-","JPH4"
"ENSG00000092054",-6.88795431462756,1.59257846550357,78.3607681790154,8.58401492373832e-19,1.435590655846e-14,"MYH7","chr14","-","MYH7"
"ENSG00000092529",-3.00057917516204,4.33790115643226,155.836458962785,9.19189206404783e-36,1.63183659813041e-31,"CAPN3","chr15","+","CAPN3"
"ENSG00000092607",-2.01524142524617,4.61499160412246,36.49343210537,1.53181537984579e-09,2.13657609180891e-05,"TBX15","chr1","-","TBX15"
"ENSG00000092621",2.64445504540855,6.8615376009628,67.0294014681725,2.67487922136185e-16,4.35416839653282e-12,"PHGDH","chr1","+","PHGDH"
"ENSG00000092820",2.13620906800222,7.33912814886341,138.495886676218,5.67728689830056e-32,1.00243854763293e-27,"EZR","chr6","-","EZR"
"ENSG00000092853",4.38729509262449,1.2016706909762,83.5342605613831,6.26212391050408e-20,1.0571717585713e-15,"CLSPN","chr1","-","CLSPN"
"ENSG00000093009",4.85820257257324,1.95008147404977,88.8324193211335,4.29715620331763e-21,7.31247071118561e-17,"CDC45","chr22","+","CDC45"
"ENSG00000094804",4.50909850655643,2.98605870428887,129.113083528282,6.40625425722935e-30,1.12743668672979e-25,"CDC6","chr17","+","CDC6"
"ENSG00000095380",2.54166833638329,5.58562964832597,181.817887600019,1.94317749473684e-41,3.46196502462316e-37,"NANS","chr9","+","NANS"
"ENSG00000095970",2.16088681182245,3.08452250477205,44.4532988911235,2.60497652113166e-11,3.85276027475372e-07,"TREM2","chr6","-","TREM2"
"ENSG00000096006",6.36532771248427,4.64721966278995,39.1836762179742,3.85751931269638e-10,5.49773652445488e-06,"CRISP3","chr6","-","CRISP3"
"ENSG00000099326",-2.04504379847342,5.64365010058699,74.7167419721787,5.43334049701139e-18,9.02858190388382e-14,"MZF1","chr19","-","MZF1"
"ENSG00000099337",2.31511839512292,5.12777457054417,47.0613187517774,6.88001883994003e-12,1.0322092265562e-07,"KCNK6","chr19","+","KCNK6"
"ENSG00000099365",-2.51739414732204,2.82300221569562,43.3140131884208,4.6623253363057e-11,6.84895591903307e-07,"STX1B","chr16","-","STX1B"
"ENSG00000099812",3.09249936320397,3.39220844455639,28.985711716393,7.29141286409137e-08,0.000943727566999347,"MISP","chr19","+","MISP"
"ENSG00000099840",-2.35137402815211,2.49960543560684,65.9723338950068,4.57297113023665e-16,7.42147484726106e-12,"IZUMO4","chr19","+","IZUMO4"
"ENSG00000099869",-2.65520884856699,0.00182377079506212,32.533130472936,1.1717784059913e-08,0.000157428428844931,"IGF2-AS","chr11","+","IGF2-AS"
"ENSG00000099953",6.08401280584524,6.36507841465885,222.30969522347,2.8352531752842e-50,5.06291159510499e-46,"MMP11","chr22","+","MMP11"
"ENSG00000099957",-3.24891923914868,0.0294503286143631,43.1088078311076,5.17786320553700e-11,7.59696089516389e-07,"P2RX6","chr22","+","P2RX6"
"ENSG00000100162",3.80303438544473,1.80993128231971,105.619155205976,8.9359709163265e-25,1.54887183892687e-20,"CENPM","chr22","-","CENPM"
"ENSG00000100167",2.84994305336033,3.20239605436631,68.6265183690621,1.18993180560329e-16,1.94601447488362e-12,"SEPT3","chr22","+","SEPT3"
"ENSG00000100196",3.5408521641036,4.38725421702865,196.42036692872,1.2618928240507e-44,2.2500810945648e-40,"KDELR3","chr22","+","KDELR3"
"ENSG00000100216",2.05535323637555,5.36908420460567,117.765853892542,1.9511359462529e-27,3.41175631561783e-23,"TOMM22","chr22","+","TOMM22"
"ENSG00000100276",-3.23688146008248,2.29892608545538,51.1494958697867,8.55926597587507e-13,1.31290580803948e-08,"RASL10A","chr22","-","RASL10A"
"ENSG00000100290",2.35737360154786,2.76717053962072,57.3726277389837,3.60590847893911e-14,5.68255117196015e-10,"BIK","chr22","+","BIK"
"ENSG00000100292",3.3909307507843,4.8753322648738,100.786571503834,1.02448532507781e-23,1.76744208282424e-19,"HMOX1","chr22","+","HMOX1"
"ENSG00000100304",2.06267825869535,6.00075673049831,55.5951499184025,8.90430486744259e-14,1.39325658260874e-09,"TTLL12","chr22","-","TTLL12"
"ENSG00000100350",2.18700194065438,4.66499142738531,101.394506864287,7.53725175597836e-24,1.3012311431521e-19,"FOXRED2","chr22","-","FOXRED2"
"ENSG00000100522",2.13276635426209,4.92458558902188,96.7447709933578,7.88656026782723e-23,1.35538424762879e-18,"GNPNAT1","chr14","-","GNPNAT1"
"ENSG00000100526",4.03688508728204,1.64427776080158,137.436250870335,9.68015421699932e-32,1.70854721930038e-27,"CDKN3","chr14","+","CDKN3"
"ENSG00000100625",2.23201483604956,3.35508867769805,44.9991869100554,1.9711627603462e-11,2.9248113038017e-07,"SIX4","chr14","-","SIX4"
"ENSG00000100650",-2.1754872693243,9.01482532532098,120.479168590047,4.96857910198319e-28,8.70445372876434e-24,"SRSF5","chr14","+","SRSF5"
