"","database","category","Odds_Ratio","qval","Combined Score","genes"
"12","GO_Biological_Process_2017","Calcium signaling pathway Homo sapiens hsa04020",3.33333333333333,0.0434003699462106,21.3985488334152,"PTGFR;P2RX6;EDNRB;TNNC1;ADCY4;TACR1;CACNA1F;ADRA1A;CACNA1G"
"13","GO_Biological_Process_2017","Endocrine and other factor-regulated calcium reabsorption Homo sapiens hsa04961",5.67375886524823,0.0743868377418755,29.6971712689877,"KL;FXYD2;ATP1A2;ATP1B2"
"14","GO_Biological_Process_2017","Proximal tubule bicarbonate reclamation Homo sapiens hsa04964",8.69565217391304,0.0771199168265401,46.5408222460466,"FXYD2;ATP1A2;ATP1B2"
"15","GO_Biological_Process_2017","MAPK signaling pathway Homo sapiens hsa04010",2.61437908496732,0.0780613360248922,13.6854921241323,"CACNB1;FGF7;DUSP1;RASGRP2;CACNA1F;MAPK8IP3;FGF2;FGF22;CACNA1G;MAP3K12"
"16","GO_Biological_Process_2017","Bile secretion Homo sapiens hsa04976",4.69483568075117,0.0781181496169032,25.6202664152631,"ABCB1;FXYD2;ADCY4;ATP1A2;ATP1B2"
"17","GO_Biological_Process_2017","cGMP-PKG signaling pathway Homo sapiens hsa04022",3.1936127744511,0.0792942744379016,17.8066415445502,"EDNRB;FXYD2;ADCY4;ATP1A2;ATP1B2;CACNA1F;ADRA1A;MYH7"
"18","GO_Biological_Process_2017","Regulation of actin cytoskeleton Homo sapiens hsa04810",2.80373831775701,0.0794936143176057,14.7695669535912,"FGF7;MYL2;ITGA10;INSRR;PAK7;ITGA7;PAK3;FGF2;FGF22"
"19","GO_Biological_Process_2017","Focal adhesion Homo sapiens hsa04510",2.97029702970297,0.0798284043005934,16.7616806310842,"SHC2;LAMC3;MYL2;ITGA10;FLT4;LAMA3;PAK7;ITGA7;PAK3"
"20","GO_Biological_Process_2017","Rap1 signaling pathway Homo sapiens hsa04015",2.8436018957346,0.0811212695905242,15.2382066922801,"ANGPT4;FGF7;CNR1;FLT4;ADCY4;RASGRP2;FGF2;RAPGEF3;FGF22"
"21","GO_Biological_Process_2017","Thyroid hormone synthesis Homo sapiens hsa04918",4.69483568075117,0.0833260262580301,25.6202664152631,"TPO;FXYD2;ADCY4;ATP1A2;ATP1B2"
"22","GO_Biological_Process_2017","Pathways in cancer Homo sapiens hsa05200",2.18303946263644,0.0964151708998275,10.7585028248614,"LAMC3;ZBTB16;PTCH2;LAMA3;ADCY4;RASGRP2;FGF2;FGF7;BMP2;EDNRB;GNB3;FGF22;RUNX1T1"
"23","GO_Biological_Process_2017","Salivary secretion Homo sapiens hsa04970",3.74531835205992,0.139475382099068,16.9084103325462,"FXYD2;ADCY4;ATP1A2;ATP1B2;ADRA1A"
"24","GO_Biological_Process_2017","PI3K-Akt signaling pathway Homo sapiens hsa04151",2.1505376344086,0.168171060938614,9.12703307933178,"ANGPT4;FGF7;LAMC3;ITGA10;FLT4;LAMA3;GNB3;ITGA7;SGK2;FGF2;FGF22"
"25","GO_Biological_Process_2017","Circadian entrainment Homo sapiens hsa04713",3.50877192982456,0.173633383537406,14.9225542892274,"ADCYAP1R1;RASD1;ADCY4;GNB3;CACNA1G"
"26","GO_Biological_Process_2017","Retrograde endocannabinoid signaling Homo sapiens hsa04723",3.3003300330033,0.203941526579396,13.2409175961575,"CNR1;ADCY4;GNB3;SLC17A7;CACNA1F"
"27","GO_Biological_Process_2017","Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960",5.12820512820513,0.222592611411389,19.932039876545,"FXYD2;ATP1A2;ATP1B2"
"28","GO_Biological_Process_2017","Arrhythmogenic right ventricular cardiomyopathy (ARVC) Homo sapiens hsa05412",3.6036036036036,0.263274589690841,13.2703633262697,"CACNB1;ITGA10;ITGA7;CACNA1F"
"29","GO_Biological_Process_2017","ABC transporters Homo sapiens hsa02010",4.54545454545454,0.284425843207485,16.227997704488,"ABCB1;ABCB5;ABCA8"
"30","GO_Biological_Process_2017","Carbohydrate digestion and absorption Homo sapiens hsa04973",4.44444444444444,0.291403658464056,15.6089824794256,"FXYD2;ATP1A2;ATP1B2"
"31","GO_Biological_Process_2017","Leukocyte transendothelial migration Homo sapiens hsa04670",2.82485875706215,0.308643116031601,9.66597468474746,"CLDN11;CLDN15;MYL2;TXK;RAPGEF3"
"32","GO_Biological_Process_2017","ECM-receptor interaction Homo sapiens hsa04512",3.2520325203252,0.319490326037544,10.9120812692131,"LAMC3;ITGA10;LAMA3;ITGA7"
"33","GO_Biological_Process_2017","Mineral absorption Homo sapiens hsa04978",3.92156862745098,0.36433645828525,12.5229119603251,"FXYD2;ATP1A2;ATP1B2"
"34","GO_Biological_Process_2017","Cytokine-cytokine receptor interaction Homo sapiens hsa04060",2.0125786163522,0.406438226865421,6.14668761634916,"BMP2;IL11RA;FLT4;LEPR;LIFR;CXCL2;EDA2R;CX3CL1"
"35","GO_Biological_Process_2017","Chemokine signaling pathway Homo sapiens hsa04062",2.13903743315508,0.529038222729142,5.90699281834282,"SHC2;ADCY4;GNB3;RASGRP2;CXCL2;CX3CL1"
"36","GO_Biological_Process_2017","Phospholipase D signaling pathway Homo sapiens hsa04072",2.31481481481481,0.537903742897643,6.28872528225907,"PTGFR;SHC2;AVPR2;ADCY4;RAPGEF3"
"37","GO_Biological_Process_2017","Other types of O-glycan biosynthesis Homo sapiens hsa00514",4.3010752688172,0.621329536068393,10.9468747538673,"B3GAT2;B3GAT1"
"38","GO_Biological_Process_2017","Glutamatergic synapse Homo sapiens hsa04724",2.33918128654971,0.678695993567083,5.56462019483375,"GRIK5;ADCY4;GNB3;SLC17A7"
"39","GO_Biological_Process_2017","Serotonergic synapse Homo sapiens hsa04726",2.38095238095238,0.680032968761297,5.78142963763204,"DUSP1;GNB3;CACNA1F;RAPGEF3"
"40","GO_Biological_Process_2017","Melanoma Homo sapiens hsa05218",2.8169014084507,0.683045741665868,6.75437862774347,"FGF7;FGF2;FGF22"
"41","GO_Biological_Process_2017","Thyroid hormone signaling pathway Homo sapiens hsa04919",2.25988700564972,0.71078671026606,5.16132400108104,"KAT2A;FXYD2;ATP1A2;ATP1B2"
"42","GO_Biological_Process_2017","Gastric acid secretion Homo sapiens hsa04971",2.7027027027027,0.713850371328744,6.22616876995204,"ADCY4;ATP1A2;ATP1B2"
"43","GO_Biological_Process_2017","Vascular smooth muscle contraction Homo sapiens hsa04270",2.22222222222222,0.726756542030805,4.97363606921066,"ADCY4;MYH11;CACNA1F;ADRA1A"
"44","GO_Biological_Process_2017","Complement and coagulation cascades Homo sapiens hsa04610",2.53164556962025,0.769730814954446,5.46252504132312,"F10;MASP2;MASP1"
"45","GO_Biological_Process_2017","Aldosterone synthesis and secretion Homo sapiens hsa04925",2.46913580246914,0.795111786264427,5.19205600445945,"ADCY4;CACNA1F;CACNA1G"
"46","GO_Biological_Process_2017","Taste transduction Homo sapiens hsa04742",2.40963855421687,0.820227145531676,4.93904863341,"ADCY4;GNB3;TAS2R5"
"47","GO_Biological_Process_2017","Ether lipid metabolism Homo sapiens hsa00565",2.96296296296296,0.856575360067881,5.69766691143314,"GAL3ST1;ENPP2"
"48","GO_Biological_Process_2017","ErbB signaling pathway Homo sapiens hsa04012",2.29885057471264,0.86958944583901,4.47978316817846,"SHC2;PAK7;PAK3"
"49","GO_Biological_Process_2017","GABAergic synapse Homo sapiens hsa04727",2.27272727272727,0.872739881706158,4.37379553987973,"ADCY4;GNB3;CACNA1F"
"50","GO_Biological_Process_2017","Sulfur relay system Homo sapiens hsa04122",6.66666666666667,0.874627816521076,13.0932122864462,"MOCS1"
"51","GO_Biological_Process_2017","Morphine addiction Homo sapiens hsa05032",2.1978021978022,0.899694461136406,4.07482865322144,"PDE4C;ADCY4;GNB3"
"52","GO_Biological_Process_2017","Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550",1.87793427230047,0.913215932044152,3.38152791277511,"BMP2;MEIS1;LIFR;FGF2"
"53","GO_Biological_Process_2017","Cell adhesion molecules (CAMs) Homo sapiens hsa04514",1.87793427230047,0.930777776891155,3.38152791277511,"CLDN11;CLDN15;NRXN2;LRRC4B"
"54","GO_Biological_Process_2017","Hedgehog signaling pathway Homo sapiens hsa04340",2.66666666666667,0.936291031512224,4.68537995248958,"BMP2;PTCH2"
"55","GO_Biological_Process_2017","Steroid hormone biosynthesis Homo sapiens hsa00140",2.29885057471264,0.989401416550352,3.52171189452941,"HSD17B3;CYP2E1"
"56","GO_Biological_Process_2017","Estrogen signaling pathway Homo sapiens hsa04915",2.02020202020202,0.991321779761229,3.39708185668911,"SHC2;ADCY4;ESR2"
"57","GO_Biological_Process_2017","Jak-STAT signaling pathway Homo sapiens hsa04630",1.68776371308017,0.992939435937335,2.60611559564926,"IL11RA;FHL1;LEPR;LIFR"
"58","GO_Biological_Process_2017","NOD-like receptor signaling pathway Homo sapiens hsa04621",2.33918128654971,0.99528852558054,3.64388498800573,"NLRP1;CXCL2"
"59","GO_Biological_Process_2017","Folate biosynthesis Homo sapiens hsa00790",4.76190476190476,0.998083549894699,7.88923431965397,"MOCS1"
"60","GO_Biological_Process_2017","Legionellosis Homo sapiens hsa05134",2.42424242424242,1,3.90607455546627,"CLK1;CXCL2"
"61","GO_Biological_Process_2017","Basal cell carcinoma Homo sapiens hsa05217",2.42424242424242,1,3.90607455546627,"BMP2;PTCH2"
"62","GO_Biological_Process_2017","Staphylococcus aureus infection Homo sapiens hsa05150",2.38095238095238,1,3.77188155390517,"MASP2;MASP1"
"63","GO_Biological_Process_2017","Starch and sucrose metabolism Homo sapiens hsa00500",2.38095238095238,1,3.77188155390517,"KL;PYGM"
"64","GO_Biological_Process_2017","Acute myeloid leukemia Homo sapiens hsa05221",2.33918128654971,1,3.64388498800573,"ZBTB16;RUNX1T1"
"65","GO_Biological_Process_2017","Primary bile acid biosynthesis Homo sapiens hsa00120",3.92156862745098,1,5.82082219969445,"CYP46A1"
"66","GO_Biological_Process_2017","Cholinergic synapse Homo sapiens hsa04725",1.8018018018018,1,2.62752984105169,"ADCY4;GNB3;CACNA1F"
"67","GO_Biological_Process_2017","Arachidonic acid metabolism Homo sapiens hsa00590",2.1505376344086,1,3.08472246151621,"CYP2E1;PTGDS"
"68","GO_Biological_Process_2017","Other glycan degradation Homo sapiens hsa00511",3.7037037037037,1,5.3124301153176,"MAN2C1"
"69","GO_Biological_Process_2017","Synaptic vesicle cycle Homo sapiens hsa04721",2.11640211640212,1,2.98696813387519,"STX1B;SLC17A7"
"70","GO_Biological_Process_2017","Renin secretion Homo sapiens hsa04924",2.08333333333333,1,2.89330726518939,"ADCYAP1R1;CACNA1F"
"71","GO_Biological_Process_2017","Glycosaminoglycan degradation Homo sapiens hsa00531",3.50877192982456,1,4.86833390819258,"HYAL1"
"72","GO_Biological_Process_2017","Retinol metabolism Homo sapiens hsa00830",2.05128205128205,1,2.80351804876803,"ALDH1A2;RDH5"
"73","GO_Biological_Process_2017","Renal cell carcinoma Homo sapiens hsa05211",2.02020202020202,1,2.7173936139441,"PAK7;PAK3"
"74","GO_Biological_Process_2017","Transcriptional misregulation in cancer Homo sapiens hsa05202",1.48148148148148,1,1.8592260329998,"MEIS1;BCL6;ZBTB16;RUNX1T1"
"75","GO_Biological_Process_2017","Renin-angiotensin system Homo sapiens hsa04614",2.89855072463768,1,3.55066301692587,"CMA1"
"76","GO_Biological_Process_2017","Prolactin signaling pathway Homo sapiens hsa04917",1.85185185185185,1,2.26762357998026,"SHC2;ESR2"
"77","GO_Biological_Process_2017","Axon guidance Homo sapiens hsa04360",1.5748031496063,1,1.91008560947369,"SEMA6D;PAK7;PAK3"
"78","GO_Biological_Process_2017","Histidine metabolism Homo sapiens hsa00340",2.77777777777778,1,3.30420085627116,"ASPA"
"79","GO_Biological_Process_2017","Glycosylphosphatidylinositol(GPI)-anchor biosynthesis Homo sapiens hsa00563",2.66666666666667,1,3.08203973429187,"PIGL"
"80","GO_Biological_Process_2017","RNA degradation Homo sapiens hsa03018",1.73160173160173,1,1.96456710742839,"PAN2;PABPC1L"
"81","GO_Biological_Process_2017","Linoleic acid metabolism Homo sapiens hsa00591",2.29885057471264,1,2.38036194397498,"CYP2E1"
"82","GO_Biological_Process_2017","Circadian rhythm Homo sapiens hsa04710",2.22222222222222,1,2.24119472390327,"NR1D1"
"83","GO_Biological_Process_2017","Small cell lung cancer Homo sapiens hsa05222",1.55038759689922,1,1.53889467432555,"LAMC3;LAMA3"
"84","GO_Biological_Process_2017","Base excision repair Homo sapiens hsa03410",2.02020202020202,1,1.8869927699174,"NEIL1"
"85","GO_Biological_Process_2017","GnRH signaling pathway Homo sapiens hsa04912",1.46520146520147,1,1.35260698582204,"ADCY4;CACNA1F"
"86","GO_Biological_Process_2017","SNARE interactions in vesicular transport Homo sapiens hsa04130",1.96078431372549,1,1.78650211440495,"STX1B"
"87","GO_Biological_Process_2017","Tyrosine metabolism Homo sapiens hsa00350",1.9047619047619,1,1.69336697433137,"TPO"
"88","GO_Biological_Process_2017","Alanine, aspartate and glutamate metabolism Homo sapiens hsa00250",1.9047619047619,1,1.69336697433137,"ASPA"
"89","GO_Biological_Process_2017","Longevity regulating pathway - mammal Homo sapiens hsa04211",1.41843971631206,1,1.254330518363,"KL;ADCY4"
"90","GO_Biological_Process_2017","Glycerophospholipid metabolism Homo sapiens hsa00564",1.40350877192982,1,1.22356305318278,"PNPLA7;LPIN3"
"91","GO_Biological_Process_2017","Pentose and glucuronate interconversions Homo sapiens hsa00040",1.85185185185185,1,1.60688410403871,"KL"
"92","GO_Biological_Process_2017","Oxytocin signaling pathway Homo sapiens hsa04921",1.26582278481013,1,1.08748506522473,"CACNB1;ADCY4;CACNA1F"
"93","GO_Biological_Process_2017","Amoebiasis Homo sapiens hsa05146",1.33333333333333,1,1.08303112797102,"LAMC3;LAMA3"
"94","GO_Biological_Process_2017","Melanogenesis Homo sapiens hsa04916",1.33333333333333,1,1.08303112797102,"EDNRB;ADCY4"
"95","GO_Biological_Process_2017","Nicotine addiction Homo sapiens hsa05033",1.66666666666667,1,1.316091325837,"SLC17A7"
"96","GO_Biological_Process_2017","T cell receptor signaling pathway Homo sapiens hsa04660",1.28205128205128,1,0.984705736186398,"PAK7;PAK3"
"97","GO_Biological_Process_2017","Vasopressin-regulated water reabsorption Homo sapiens hsa04962",1.51515151515152,1,1.09295114410309,"AVPR2"
"98","GO_Biological_Process_2017","Insulin resistance Homo sapiens hsa04931",1.22324159021407,1,0.876666011472634,"SLC27A6;PYGM"
"99","GO_Biological_Process_2017","TNF signaling pathway Homo sapiens hsa04668",1.21212121212121,1,0.856818335217027,"CXCL2;CX3CL1"
"100","GO_Biological_Process_2017","Purine metabolism Homo sapiens hsa00230",1.13636363636364,1,0.802630709581612,"PDE4C;ADCY4;AMPD1"
"101","GO_Biological_Process_2017","Cysteine and methionine metabolism Homo sapiens hsa00270",1.48148148148148,1,1.04530331640241,"BHMT2"
"102","GO_Biological_Process_2017","Sphingolipid metabolism Homo sapiens hsa00600",1.41843971631206,1,0.95808408677929,"GAL3ST1"
"103","GO_Biological_Process_2017","Type II diabetes mellitus Homo sapiens hsa04930",1.38888888888889,1,0.918119055979946,"CACNA1G"
"104","GO_Biological_Process_2017","Notch signaling pathway Homo sapiens hsa04330",1.38888888888889,1,0.918119055979946,"KAT2A"
"105","GO_Biological_Process_2017","Toxoplasmosis Homo sapiens hsa05145",1.12994350282486,1,0.716076266005752,"LAMC3;LAMA3"
"106","GO_Biological_Process_2017","Arginine and proline metabolism Homo sapiens hsa00330",1.33333333333333,1,0.844624734069135,"CKM"
"107","GO_Biological_Process_2017","Ovarian steroidogenesis Homo sapiens hsa04913",1.33333333333333,1,0.844624734069135,"ADCY4"
"108","GO_Biological_Process_2017","Amyotrophic lateral sclerosis (ALS) Homo sapiens hsa05014",1.30718954248366,1,0.810798608242446,"PRPH"
"109","GO_Biological_Process_2017","Lysine degradation Homo sapiens hsa00310",1.28205128205128,1,0.77874310128626,"AASS"
"110","GO_Biological_Process_2017","Platelet activation Homo sapiens hsa04611",1.09289617486339,1,0.656143259301658,"ADCY4;RASGRP2"
"111","GO_Biological_Process_2017","Autoimmune thyroid disease Homo sapiens hsa05320",1.25786163522013,1,0.748339584343315,"TPO"
"112","GO_Biological_Process_2017","AMPK signaling pathway Homo sapiens hsa04152",1.0752688172043,1,0.628417913788732,"LEPR;ADRA1A"
"113","GO_Biological_Process_2017","Regulation of lipolysis in adipocytes Homo sapiens hsa04923",1.19047619047619,1,0.665996046748034,"ADCY4"
"114","GO_Biological_Process_2017","Viral myocarditis Homo sapiens hsa05416",1.12994350282486,1,0.595089389777015,"MYH7"
"115","GO_Biological_Process_2017","Glycerolipid metabolism Homo sapiens hsa00561",1.12994350282486,1,0.595089389777015,"LPIN3"
"116","GO_Biological_Process_2017","Metabolic pathways Homo sapiens hsa01100",0.968523002421308,1,0.50984350533491,"KL;GAL3ST1;CKM;BHMT2;LAMA3;HSD17B3;AMPD1;PYGM;TPO;HYAL1;ALDH1A2;CYP2E1;PIGL;PTGDS;MOCS1;ASPA;AASS;LPIN3"
"117","GO_Biological_Process_2017","FoxO signaling pathway Homo sapiens hsa04068",1.00250626566416,1,0.519531510583747,"BCL6;SGK2"
"118","GO_Biological_Process_2017","Hepatitis C Homo sapiens hsa05160",1.00250626566416,1,0.519531510583747,"CLDN11;CLDN15"
"119","GO_Biological_Process_2017","Spliceosome Homo sapiens hsa03040",0.995024875621891,1,0.508854824091198,"SNRNP70;SRSF5"
"120","GO_Biological_Process_2017","VEGF signaling pathway Homo sapiens hsa04370",1.09289617486339,1,0.553183279520079,"SHC2"
"121","GO_Biological_Process_2017","Insulin signaling pathway Homo sapiens hsa04910",0.959232613908873,1,0.459150779873609,"SHC2;PYGM"
"122","GO_Biological_Process_2017","Longevity regulating pathway - multiple species Homo sapiens hsa04213",1.04166666666667,1,0.497172676523841,"ADCY4"
"123","GO_Biological_Process_2017","Glioma Homo sapiens hsa05214",1.02564102564103,1,0.480126197233588,"SHC2"
"124","GO_Biological_Process_2017","Long-term potentiation Homo sapiens hsa04720",1.01010101010101,1,0.463817256279514,"RAPGEF3"
"125","GO_Biological_Process_2017","PPAR signaling pathway Homo sapiens hsa03320",0.966183574879227,1,0.418927948769696,"SLC27A6"
"126","GO_Biological_Process_2017","Drug metabolism - cytochrome P450 Homo sapiens hsa00982",0.966183574879227,1,0.418927948769696,"CYP2E1"
"127","GO_Biological_Process_2017","Adipocytokine signaling pathway Homo sapiens hsa04920",0.952380952380952,1,0.405193963834563,"LEPR"
"128","GO_Biological_Process_2017","Non-alcoholic fatty liver disease (NAFLD) Homo sapiens hsa04932",0.883002207505519,1,0.361084875385216,"LEPR;CYP2E1"
"129","GO_Biological_Process_2017","Chronic myeloid leukemia Homo sapiens hsa05220",0.91324200913242,1,0.367249814280017,"SHC2"
"130","GO_Biological_Process_2017","Metabolism of xenobiotics by cytochrome P450 Homo sapiens hsa00980",0.91324200913242,1,0.367249814280017,"CYP2E1"
"131","GO_Biological_Process_2017","Bacterial invasion of epithelial cells Homo sapiens hsa05100",0.854700854700855,1,0.313347380388645,"SHC2"
"132","GO_Biological_Process_2017","Chemical carcinogenesis Homo sapiens hsa05204",0.813008130081301,1,0.277130673260672,"CYP2E1"
"133","GO_Biological_Process_2017","TGF-beta signaling pathway Homo sapiens hsa04350",0.793650793650794,1,0.260952745654526,"BMP2"
"134","GO_Biological_Process_2017","Salmonella infection Homo sapiens hsa05132",0.775193798449612,1,0.245912799273722,"CXCL2"
"135","GO_Biological_Process_2017","RNA transport Homo sapiens hsa03013",0.775193798449612,1,0.241432546855791,"RGPD5;PABPC1L"
"136","GO_Biological_Process_2017","Hematopoietic cell lineage Homo sapiens hsa04640",0.757575757575758,1,0.231913674440199,"IL11RA"
"137","GO_Biological_Process_2017","Gap junction Homo sapiens hsa04540",0.757575757575758,1,0.231913674440199,"ADCY4"
"138","GO_Biological_Process_2017","Prostate cancer Homo sapiens hsa05215",0.749063670411985,1,0.225276810218237,"INSRR"
"139","GO_Biological_Process_2017","mRNA surveillance pathway Homo sapiens hsa03015",0.732600732600733,1,0.212678161432799,"PABPC1L"
"140","GO_Biological_Process_2017","Alcoholism Homo sapiens hsa05034",0.74487895716946,1,0.211995696144237,"SHC2;GNB3"
"141","GO_Biological_Process_2017","NF-kappa B signaling pathway Homo sapiens hsa04064",0.716845878136201,1,0.20091836908448,"CXCL2"
"142","GO_Biological_Process_2017","Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750",0.680272108843537,1,0.174763346376115,"ADCY4"
"143","GO_Biological_Process_2017","Progesterone-mediated oocyte maturation Homo sapiens hsa04914",0.680272108843537,1,0.174763346376115,"ADCY4"
"144","GO_Biological_Process_2017","Glucagon signaling pathway Homo sapiens hsa04922",0.66006600660066,1,0.161015433933162,"PYGM"
"145","GO_Biological_Process_2017","HIF-1 signaling pathway Homo sapiens hsa04066",0.647249190938511,1,0.152559856615484,"ANGPT4"
"146","GO_Biological_Process_2017","Proteoglycans in cancer Homo sapiens hsa05205",0.656814449917898,1,0.137427018215497,"HOXD10;FGF2"
"147","GO_Biological_Process_2017","MicroRNAs in cancer Homo sapiens hsa05206",0.673400673400673,1,0.129109603750609,"ABCB1;SPRY2;HOXD10"
"148","GO_Biological_Process_2017","Neurotrophin signaling pathway Homo sapiens hsa04722",0.555555555555556,1,0.0983024672375157,"SHC2"
"149","GO_Biological_Process_2017","Lysosome Homo sapiens hsa04142",0.542005420054201,1,0.0912464630946557,"HYAL1"
"150","GO_Biological_Process_2017","Oocyte meiosis Homo sapiens hsa04114",0.542005420054201,1,0.0912464630946557,"ADCY4"
"151","GO_Biological_Process_2017","Cell cycle Homo sapiens hsa04110",0.537634408602151,1,0.0890248936737453,"CDC14A"
"152","GO_Biological_Process_2017","Dopaminergic synapse Homo sapiens hsa04728",0.516795865633075,1,0.0788035447555091,"GNB3"
"153","GO_Biological_Process_2017","Natural killer cell mediated cytotoxicity Homo sapiens hsa04650",0.493827160493827,1,0.0682548563422458,"SHC2"
"154","GO_Biological_Process_2017","Measles Homo sapiens hsa05162",0.490196078431373,1,0.066656937495647,"TACR1"
"155","GO_Biological_Process_2017","Ubiquitin mediated proteolysis Homo sapiens hsa04120",0.48661800486618,1,0.0651010964987984,"KLHL13"
"156","GO_Biological_Process_2017","HTLV-I infection Homo sapiens hsa05166",0.516795865633075,1,0.0535068444830384,"KAT2A;ADCY4"
"157","GO_Biological_Process_2017","Hippo signaling pathway Homo sapiens hsa04390",0.435729847494553,1,0.0450133630106485,"BMP2"
"158","GO_Biological_Process_2017","Alzheimer's disease Homo sapiens hsa05010",0.396825396825397,1,0.0322676488583417,"CACNA1F"
"159","GO_Biological_Process_2017","Protein processing in endoplasmic reticulum Homo sapiens hsa04141",0.394477317554241,1,0.0315715521148295,"SEC31B"
"160","GO_Biological_Process_2017","Tuberculosis Homo sapiens hsa05152",0.374531835205993,1,0.0259951382787619,"KSR1"
"161","GO_Biological_Process_2017","Herpes simplex infection Homo sapiens hsa05168",0.36036036036036,1,0.0223983112274457,"SRSF5"
"162","GO_Biological_Process_2017","Huntington's disease Homo sapiens hsa05016",0.345423143350605,1,0.018933868546805,"DNAH1"
"163","GO_Biological_Process_2017","Viral carcinogenesis Homo sapiens hsa05203",0.32520325203252,1,0.0147728443706844,"KAT2A"
"164","GO_Biological_Process_2017","Endocytosis Homo sapiens hsa04144",0.257400257400257,1,0.00505535930952031,"IQSEC3"
"165","GO_Cellular_Component_2017","Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261",5.85585585585586,0.000109949179868955,86.6412809994431,"TNNC1;ADCY4;ATP1A2;ATP1B2;CACNA1F;ADRA1A;CACNB1;MYL2;FXYD2;TNNT2;SCN7A;RAPGEF3;MYH7"
"166","GO_Cellular_Component_2017","Cardiac muscle contraction Homo sapiens hsa04260",7.69230769230769,0.000367995036677224,99.1882041202582,"CACNB1;TNNC1;MYL2;TNNT2;FXYD2;ATP1A2;ATP1B2;CACNA1F;MYH7"
"167","GO_Cellular_Component_2017","Dilated cardiomyopathy Homo sapiens hsa05414",6.66666666666667,0.00081201740094351,77.9836607243185,"CACNB1;TNNC1;MYL2;TNNT2;ITGA10;ADCY4;ITGA7;CACNA1F;MYH7"
"168","GO_Cellular_Component_2017","Hypertrophic cardiomyopathy (HCM) Homo sapiens hsa05410",6.42570281124498,0.00254456799367596,65.977012937302,"CACNB1;TNNC1;MYL2;TNNT2;ITGA10;ITGA7;CACNA1F;MYH7"
"169","GO_Cellular_Component_2017","Protein digestion and absorption Homo sapiens hsa04974",5.92592592592593,0.00365440389669108,57.3781154857777,"CELA3A;CELA2A;CPA1;CTRL;FXYD2;COL7A1;ATP1A2;ATP1B2"
"170","GO_Cellular_Component_2017","Pancreatic secretion Homo sapiens hsa04972",5.55555555555556,0.00482101483829233,51.2399109194837,"CELA3A;CELA2A;CPA1;CTRL;FXYD2;ADCY4;ATP1A2;ATP1B2"
