"identifier","log2FoldChange","logCPM","LR","pvalue","padj","gene","chrom","strand","Symbol"
"ENSG00000010310",-2.6435620517153,1.51992690635557,354.666676378195,4.08247595188094e-79,7.75180533743152e-75,"GIPR","chr19","+","GIPR"
"ENSG00000010319",-2.39231219350808,4.71856877182609,333.17232946661,1.95821160464434e-74,3.6955369402848e-70,"SEMA3G","chr3","-","SEMA3G"
"ENSG00000010327",-2.08061356972309,5.76351752562405,389.902009533679,8.69380531706445e-87,1.66225557662272e-82,"STAB1","chr3","+","STAB1"
"ENSG00000011052",2.07242820894883,4.3699933441853,116.576706093718,3.5536560435284e-27,5.55685195526536e-23,"NME2","chr17","+","NME2"
"ENSG00000011426",5.15850532718581,5.47362645788502,448.362709402092,1.63846340569058e-99,3.15928513885257e-95,"ANLN","chr7","+","ANLN"
"ENSG00000011677",6.18674945592151,0.108448171013136,48.3005663084039,3.65646601935049e-12,4.14423858633185e-08,"GABRA3","chrX","-","GABRA3"
"ENSG00000012048",2.19443325899651,4.2575469984704,168.867887387853,1.30748254901891e-38,2.23422617976351e-34,"BRCA1","chr17","-","BRCA1"
"ENSG00000012822",-2.120501837207,6.29156685937003,1186.9090921052,4.26905338632002e-260,8.45912928499312e-256,"CALCOCO1","chr12","-","CALCOCO1"
"ENSG00000013297",-2.54506854944837,3.16255662570322,270.785694271563,7.65017757883391e-61,1.41505334675691e-56,"CLDN11","chr3","+","CLDN11"
"ENSG00000013441",-2.01551500549062,6.25616904154022,809.785507305629,4.02283041639605e-178,7.92336678813367e-174,"CLK1","chr2","-","CLK1"
"ENSG00000013588",2.98288032446341,8.34132790321218,163.644783700701,1.80867771674702e-37,3.07366691183989e-33,"GPRC5A","chr12","+","GPRC5A"
"ENSG00000013810",2.50501190607174,5.39877580308534,252.994436454918,5.77618039687461e-57,1.05865834313918e-52,"TACC3","chr4","+","TACC3"
"ENSG00000016602",-2.93227589054834,-0.973005095438082,135.968994880805,2.02670555009916e-31,3.30028731778147e-27,"CLCA4","chr1","+","CLCA4"
"ENSG00000017427",-2.13416862818299,4.69414796793885,156.20046483238,7.65352871584751e-36,1.2877827417285e-31,"IGF1","chr12","-","IGF1"
"ENSG00000018625",-3.41135073135252,2.62289646833508,255.881456922996,1.35608619582151e-57,2.49031669000663e-53,"ATP1A2","chr1","+","ATP1A2"
"ENSG00000019505",6.21515227338579,6.03665234632688,118.525680604284,1.33020758050819e-27,2.09161839959108e-23,"SYT13","chr11","-","SYT13"
"ENSG00000022267",-3.05631880201723,5.64690275169118,488.477913007137,3.05493481860449e-108,5.91496479578201e-104,"FHL1","chrX","+","FHL1"
"ENSG00000024526",5.04239171486241,3.80349577819894,371.984879154186,6.91874736396827e-83,1.31829812273051e-78,"DEPDC1","chr1","-","DEPDC1"
"ENSG00000025423",3.39470177008824,2.27095522603552,309.062456115455,3.49512971202772e-69,6.55301869708076e-65,"HSD17B6","chr12","+","HSD17B6"
"ENSG00000026036",-2.54872511809308,3.0313676384114,579.188378035836,5.63151489134987e-128,1.09853960985562e-123,"RTEL1-TNFRSF6B","chr20","+","RTEL1-TNFRSF6B"
"ENSG00000027644",-2.21415705671963,-0.961042579656704,127.552951502546,1.40599177988728e-29,2.2539454223373e-25,"INSRR","chr1","-","INSRR"
"ENSG00000029534",2.29273690389629,2.63088746740286,32.9848441114514,9.28800991382748e-09,8.93227913412789e-05,"ANK1","chr8","-","ANK1"
"ENSG00000029559",9.16698015545844,2.69359789374105,173.749584043201,1.12271835840898e-39,1.92815650873159e-35,"IBSP","chr4","+","IBSP"
"ENSG00000029993",3.60450670966621,6.26376852228282,271.929847025384,4.30836955997228e-61,7.97263787072871e-57,"HMGB3","chrX","+","HMGB3"
"ENSG00000034239",-2.81878855095066,0.0459744403441037,183.317138775958,9.1451325651831e-42,1.58878388054926e-37,"EFCAB1","chr8","-","EFCAB1"
"ENSG00000034971",-2.40879030815589,1.31508875728796,34.1732065335273,5.04183799169806e-09,4.92789245308568e-05,"MYOC","chr1","-","MYOC"
"ENSG00000035499",4.23895987516257,2.59776336821455,352.788159379419,1.04709281825433e-78,1.98675391335577e-74,"DEPDC1B","chr5","-","DEPDC1B"
"ENSG00000036530",-2.17026288048756,0.026405383637625,340.807085678529,4.25698681721203e-76,8.05592185289205e-72,"CYP46A1","chr14","+","CYP46A1"
"ENSG00000037280",-2.26479588818259,3.86520462579058,628.139110023543,1.26925475907195e-138,2.48253538326883e-134,"FLT4","chr5","-","FLT4"
"ENSG00000038427",2.29828454150721,8.6892460306078,117.835697135957,1.88362573725695e-27,2.95729240749341e-23,"VCAN","chr5","+","VCAN"
"ENSG00000038945",2.00829095308525,5.41304259145071,127.029432909474,1.83038718067425e-29,2.93063291497754e-25,"MSR1","chr8","-","MSR1"
"ENSG00000039068",2.00962399390962,8.92261851012927,88.5131548932022,5.04979386326461e-21,7.25705876089758e-17,"CDH1","chr16","+","CDH1"
"ENSG00000042062",-3.34492791138351,3.09132625459952,462.173502355099,1.61771500535636e-102,3.12380767534314e-98,"FAM65C","chr20","-","FAM65C"
"ENSG00000043355",3.05433725256755,1.12481641024479,35.1845821956147,2.99888384872262e-09,2.96859512185052e-05,"ZIC2","chr13","+","ZIC2"
"ENSG00000047634",-2.12765945720431,3.18309787428067,244.706058179849,3.70352550135383e-55,6.75597121956966e-51,"SCML1","chrX","+","SCML1"
"ENSG00000047648",-2.29814385767128,2.12810867052468,351.278504754712,2.23217640439644e-78,4.2342154214996e-74,"ARHGAP6","chrX","-","ARHGAP6"
"ENSG00000047662",2.30136563906406,1.66876496071341,39.4739865813751,3.32458806444129e-10,3.45956633985761e-06,"FAM184B","chr4","-","FAM184B"
"ENSG00000047936",4.41217048974704,0.437826887734201,56.8085986189658,4.80361388457103e-14,5.84119448363837e-10,"ROS1","chr6","-","ROS1"
"ENSG00000049249",4.70921174738771,1.53482015787149,289.087529575463,7.85916529424577e-65,1.4645554525827e-60,"TNFRSF9","chr1","-","TNFRSF9"
"ENSG00000049283",2.52357669419052,5.44515847644437,141.978592609252,9.83019593828797e-33,1.61854176123911e-28,"EPN3","chr17","+","EPN3"
"ENSG00000049768",2.76896326908685,2.42157294710926,216.017319415656,6.68564262112885e-49,1.19626203419859e-44,"FOXP3","chrX","-","FOXP3"
"ENSG00000050730",2.1560733154224,-0.452547394793896,58.0718913091323,2.52711529523025e-14,3.09925419807038e-10,"TNIP3","chr4","-","TNIP3"
"ENSG00000050767",-2.39060895316287,0.797693239642806,289.466614240177,6.49795360802787e-65,1.21108859346423e-60,"COL23A1","chr5","-","COL23A1"
"ENSG00000051180",3.6447536221618,3.19995629582378,349.547886878984,5.31610832168942e-78,1.0078809767091e-73,"RAD51","chr15","+","RAD51"
"ENSG00000051341",3.25739276022514,2.957886933778,249.462000826249,3.401957204707e-56,6.2211591402477e-52,"POLQ","chr3","-","POLQ"
"ENSG00000052850",-2.87053925396006,1.78049635175612,210.07646739331,1.32185190769239e-47,2.35514354393553e-43,"ALX4","chr11","-","ALX4"
"ENSG00000053108",2.15080855811182,2.10287371189986,58.4046297227867,2.13388261397885e-14,2.6231818973642e-10,"FSTL4","chr5","-","FSTL4"
"ENSG00000053438",-3.02857777723312,0.927240168363448,264.376517349329,1.90796255684861e-59,3.51847375108452e-55,"NNAT","chr20","+","NNAT"
"ENSG00000055118",2.64014580095804,2.41028236089821,49.6755785530509,1.81389764582492e-12,2.08308005646533e-08,"KCNH2","chr7","-","KCNH2"
"ENSG00000056998",-2.59416770860357,4.11325287424304,344.921323153448,5.40899099074753e-77,1.02446289364758e-72,"GYG2","chrX","+","GYG2"
"ENSG00000057593",2.8413725769473,2.80179122665463,59.8541758557665,1.02152380796601e-14,1.26740458854343e-10,"F7","chr13","+","F7"
"ENSG00000058335",2.23190487999525,1.90155435985028,58.295665406858,2.25540476007988e-14,2.77076474775813e-10,"RASGRF1","chr15","-","RASGRF1"
"ENSG00000059573",2.02853766356673,7.00599193743208,419.016601263021,3.99480164811775e-93,7.67081812471571e-89,"ALDH18A1","chr10","-","ALDH18A1"
"ENSG00000060718",6.79486060554334,7.63719993277817,239.740095815996,4.48101464311528e-54,8.15186183875532e-50,"COL11A1","chr1","-","COL11A1"
"ENSG00000062282",-2.53000660569636,5.53950304403179,253.190724539317,5.23419896488369e-57,9.59533354242479e-53,"DGAT2","chr11","+","DGAT2"
"ENSG00000063015",4.47502012571793,1.41886143884992,30.0937709960442,4.11651332690254e-08,0.000378925051741378,"SEZ6","chr17","-","SEZ6"
"ENSG00000063127",-2.51016492216866,0.220642678553322,326.94972717775,4.43761959258308e-73,8.36358164614133e-69,"SLC6A16","chr19","-","SLC6A16"
"ENSG00000064195",2.39456629808517,2.20312088380859,64.6937386507443,8.7492445200431e-16,1.11876589677791e-11,"DLX3","chr17","-","DLX3"
"ENSG00000064300",-2.27766096858034,4.01138605224091,159.122520081044,1.75942325322441e-36,2.97307341329862e-32,"NGFR","chr17","+","NGFR"
"ENSG00000064787",3.06555948091704,5.24248879417917,87.315932419036,9.24997649582021e-21,1.32302413819716e-16,"BCAS1","chr20","-","BCAS1"
"ENSG00000065328",3.34098995025452,3.71609628206627,200.330906780192,1.76856458110001e-45,3.12487675834561e-41,"MCM10","chr10","+","MCM10"
"ENSG00000065371",-2.28628982603603,2.07734176475484,80.734884544346,2.58124933896958e-19,3.59316316590826e-15,"ROPN1","chr3","-","ROPN1"
"ENSG00000066032",4.33322290949386,0.147743110665567,35.7267161115369,2.27029181029574e-09,2.26370796404588e-05,"CTNNA2","chr2","+","CTNNA2"
"ENSG00000066279",5.66791789599309,4.98900229449834,449.202617681634,1.07559401010701e-99,2.07439060789238e-95,"ASPM","chr1","-","ASPM"
"ENSG00000067715",2.31401952366157,5.0908152219777,38.7848195601398,4.73193559266336e-10,4.88430391874712e-06,"SYT1","chr12","+","SYT1"
"ENSG00000068078",2.59818475636799,4.74756348037455,74.8175756944881,5.16280427388845e-18,6.99095326727236e-14,"FGFR3","chr4","+","FGFR3"
"ENSG00000068489",4.54011312428244,4.04068348790853,228.729784129026,1.12812896555891e-51,2.03762653759251e-47,"PRR11","chr17","+","PRR11"
"ENSG00000068831",-2.51373530839119,2.40187429948207,349.065851429983,6.76962257043557e-78,1.28318195822606e-73,"RASGRP2","chr11","-","RASGRP2"
"ENSG00000068976",-3.11766080105567,0.26954401280455,715.170183208852,1.50278937189394e-157,2.94982525809061e-153,"PYGM","chr11","-","PYGM"
"ENSG00000069011",5.18947929953609,4.81381870597659,216.13363880977,6.30621660467088e-49,1.12849746140585e-44,"PITX1","chr5","-","PITX1"
"ENSG00000069702",-2.26427366664659,5.85287252458023,183.025658372703,1.05882952501146e-41,1.8385515872299e-37,"TGFBR3","chr1","-","TGFBR3"
"ENSG00000069764",2.45928102844347,0.073683980357738,52.9654666771228,3.39464425414219e-13,4.01009325741817e-09,"PLA2G10","chr16","-","PLA2G10"
"ENSG00000069812",2.72503699802369,2.44815876866224,59.1728981029066,1.44409115874569e-14,1.7847522630938e-10,"HES2","chr1","-","HES2"
"ENSG00000070081",2.01140312559964,7.28000493200183,165.076507703316,8.80231821847278e-38,1.49780246805533e-33,"NUCB2","chr11","+","NUCB2"
"ENSG00000070886",4.65027112347398,0.152063730315364,68.4765053918645,1.28398283319514e-16,1.67957794410256e-12,"EPHA8","chr1","+","EPHA8"
"ENSG00000070915",2.14544559032262,-0.706300678647585,31.7917236985791,1.71622499792133e-08,0.000162320560303399,"SLC12A3","chr16","+","SLC12A3"
"ENSG00000071539",3.29791890213772,4.29923566873357,265.693039604863,9.85416914125779e-60,1.81848837332771e-55,"TRIP13","chr5","+","TRIP13"
"ENSG00000071909",3.53725064357063,2.70757425326211,47.9805495445348,4.30468380096276e-12,4.86300128994763e-08,"MYO3B","chr2","+","MYO3B"
"ENSG00000072163",-2.70495999110491,4.37886750627916,761.860646919794,1.05802672233224e-167,2.08039794412187e-163,"LIMS2","chr2","-","LIMS2"
"ENSG00000072195",-2.50563710733321,4.15519767833316,395.601533479424,4.99388585770112e-88,9.56029508598302e-84,"SPEG","chr2","+","SPEG"
"ENSG00000072571",4.89306087755046,3.856870499073,469.822799911894,3.50210182047388e-104,6.77026323934011e-100,"HMMR","chr5","+","HMMR"
"ENSG00000072657",-2.66300953679635,-0.854805373126464,132.823507660675,9.88175376199743e-31,1.60153583220692e-26,"TRHDE","chr12","+","TRHDE"
"ENSG00000073111",2.47971183388022,5.94070071226539,259.291939222694,2.44825852608176e-58,4.5035715587274e-54,"MCM2","chr3","+","MCM2"
"ENSG00000073670",-2.33432652492745,-0.247118787794396,265.945032930877,8.68352430812013e-60,1.60254441106357e-55,"ADAM11","chr17","+","ADAM11"
"ENSG00000074211",4.71373799974311,4.44306397780051,106.301792748298,6.33191647339401e-25,9.63401091426899e-21,"PPP2R2C","chr4","-","PPP2R2C"
"ENSG00000074696",2.16970402645296,7.77065433703701,361.930133162181,1.06980862351867e-80,2.0345620402078e-76,"HACD3","chr15","+","HACD3"
"ENSG00000075218",3.8549607542442,3.50711077034862,339.299915510298,9.06435700132898e-76,1.71443248323136e-71,"GTSE1","chr22","+","GTSE1"
"ENSG00000075461",3.28151679864444,6.4347771581836,105.932105515297,7.63052822567486e-25,1.15968767973807e-20,"CACNG4","chr17","+","CACNG4"
"ENSG00000075702",2.45458198363431,3.55792032982254,197.255783515907,8.29280751080658e-45,1.46144146762944e-40,"WDR62","chr19","+","WDR62"
"ENSG00000075826",-3.42443500645354,2.87759289205883,1114.8937228244,1.91354549214736e-244,3.78939413809941e-240,"SEC31B","chr10","-","SEC31B"
"ENSG00000075886",3.1835979574602,2.81738296894641,53.2211424344371,2.9803372453228e-13,3.52842126473766e-09,"TUBA3D","chr2","+","TUBA3D"
"ENSG00000075891",3.22917178409756,0.712085601577672,51.9901729105441,5.57790960250176e-13,6.54233017277432e-09,"PAX2","chr10","+","PAX2"
"ENSG00000076382",2.94306868862271,5.23657951225524,206.565794973718,7.71153457753799e-47,1.36956854097075e-42,"SPAG5","chr17","-","SPAG5"
"ENSG00000076554",2.98495421488031,8.29615228553609,281.142271687994,4.23328128045689e-63,7.86670660347303e-59,"TPD52","chr8","-","TPD52"
"ENSG00000076555",-4.00051653240993,5.48983210305035,1281.26497031981,1.33238290982918e-280,2.64224854848225e-276,"ACACB","chr12","+","ACACB"
"ENSG00000076716",2.02186594125427,5.92995723099658,88.4815474471795,5.13112995868325e-21,7.37343375062783e-17,"GPC4","chrX","-","GPC4"
"ENSG00000077152",4.41841253134939,4.43593369318209,419.371695713216,3.34352338199896e-93,6.4205679504526e-89,"UBE2T","chr1","-","UBE2T"
"ENSG00000077264",-3.12990576525248,1.75445547299538,506.978117220621,2.88199768193329e-112,5.58819350526865e-108,"PAK3","chrX","+","PAK3"
"ENSG00000077616",-2.89011187187585,0.303918214446483,722.99896044549,2.98224371270961e-159,5.85533730553405e-155,"NAALAD2","chr11","+","NAALAD2"
"ENSG00000077935",3.02478046601887,0.801487601130717,66.8186660106333,2.97666194124068e-16,3.85328888293606e-12,"SMC1B","chr22","-","SMC1B"
"ENSG00000078081",3.43302780231891,3.73045884881891,214.406479977908,1.50156129418971e-48,2.68419096949353e-44,"LAMP3","chr3","-","LAMP3"
"ENSG00000078549",-2.69784549833297,1.29885292769498,330.006439472093,9.58042625324906e-74,1.80686839136277e-69,"ADCYAP1R1","chr7","+","ADCYAP1R1"
"ENSG00000078814",-2.85064102630524,-0.307042484065168,596.121202474701,1.16808079459419e-131,2.28102817568353e-127,"MYH7B","chr20","+","MYH7B"
"ENSG00000078898",3.80684373887686,3.79971693030369,38.3960784473147,5.77483234977714e-10,5.9261329573413e-06,"BPIFB2","chr20","+","BPIFB2"
"ENSG00000079102",-2.18277533675059,2.69748011461811,294.852900628453,4.35695291483735e-66,8.13617387316728e-62,"RUNX1T1","chr8","-","RUNX1T1"
"ENSG00000079337",-3.65130895198521,4.44987654292142,1475.28702629023,9.38724727098368e-323,1.86242985856316e-318,"RAPGEF3","chr12","-","RAPGEF3"
"ENSG00000079393",3.52726196009761,-0.514238587764701,52.5993437235322,4.0902587675504e-13,4.82241508694192e-09,"DUSP13","chr10","-","DUSP13"
"ENSG00000079435",-3.95805420417157,4.88857147621112,688.436120778299,9.78082460940395e-152,1.91850874713459e-147,"LIPE","chr19","-","LIPE"
"ENSG00000079462",2.71016826950636,5.84097983278535,308.116095715228,5.61855366005626e-69,1.05297314143114e-64,"PAFAH1B3","chr19","-","PAFAH1B3"
"ENSG00000079841",2.2286861535564,1.63697057155373,34.4551882313469,4.36178570501817e-09,4.27498616948831e-05,"RIMS1","chr6","+","RIMS1"
"ENSG00000080947",-2.10101858283205,1.41497441972344,586.315922493774,1.58581213305342e-129,3.09502954008037e-125,"CROCCP3","chr1","-","CROCCP3"
"ENSG00000080986",4.48846700674271,3.90190029038509,415.468024505823,2.36535830252784e-92,4.54006872587194e-88,"NDC80","chr18","+","NDC80"
"ENSG00000081041",-3.32872651401774,1.595507096372,361.997113642391,1.0344785841909e-80,1.96747481927267e-76,"CXCL2","chr4","-","CXCL2"
"ENSG00000081138",5.17059674521805,0.828048104342677,65.796442533318,4.99984000653538e-16,6.43679402441365e-12,"CDH7","chr18","+","CDH7"
"ENSG00000081985",2.05183347859553,2.19176314989244,38.3973115100111,5.7711847100736e-10,5.92296686794853e-06,"IL12RB2","chr1","+","IL12RB2"
"ENSG00000083782",6.82247173929181,1.94347553186518,149.026594845701,2.82961538112955e-34,4.7090459172758e-30,"EPYC","chr12","-","EPYC"
"ENSG00000084444",2.0510130195269,6.68813690925586,90.8309800190004,1.56484012767926e-21,2.26792279704555e-17,"KIAA1467","chr12","+","KIAA1467"
"ENSG00000084453",-2.82199698527217,-0.22662789435758,103.980024565058,2.04366121351992e-24,3.08776772750725e-20,"SLCO1A2","chr12","-","SLCO1A2"
"ENSG00000084628",5.83362784089697,5.36154994176529,187.588378799635,1.06844736335813e-42,1.86433380432361e-38,"NKAIN1","chr1","-","NKAIN1"
"ENSG00000084674",-3.11520044354962,0.115646079769879,120.167346531936,5.81429771772765e-28,9.17845037720487e-24,"APOB","chr2","-","APOB"
"ENSG00000085831",2.36204155812217,6.85542896508664,160.032252914883,1.11327246473236e-36,1.88354568308068e-32,"TTC39A","chr1","-","TTC39A"
"ENSG00000085840",2.8569737017457,2.65728297512716,225.424964181546,5.93095182951472e-51,1.06834235305049e-46,"ORC1","chr1","-","ORC1"
"ENSG00000085999",3.45697435067091,3.02469514161655,279.153107502415,1.14854936574112e-62,2.13320073699098e-58,"RAD54L","chr1","+","RAD54L"
"ENSG00000086548",7.42614184588824,7.71793102846877,131.648984368845,1.78557916726724e-30,2.88585305013731e-26,"CEACAM6","chr19","+","CEACAM6"
"ENSG00000086717",3.5723055280745,1.51182853751855,218.368870340264,2.05201463131834e-49,3.67823622663813e-45,"PPEF1","chrX","+","PPEF1"
"ENSG00000087128",3.09560165064464,1.06138370384379,34.0761923293435,5.29957205820976e-09,5.16973254278362e-05,"TMPRSS11E","chr4","+","TMPRSS11E"
"ENSG00000087586",4.37184486583631,4.63838835409499,372.592098797255,5.10292403285134e-83,9.72413203700151e-79,"AURKA","chr20","-","AURKA"
"ENSG00000088325",5.32558855799229,6.22033737124118,515.553980843117,3.92500441556182e-114,7.61568606751459e-110,"TPX2","chr20","+","TPX2"
"ENSG00000089012",2.35517811016942,1.18955481136478,84.14747867188,4.59209226929236e-20,6.48081981965231e-16,"SIRPG","chr20","-","SIRPG"
"ENSG00000089127",2.05551606605315,6.02638559853359,85.3961768699087,2.44192287708383e-20,3.4663095240205e-16,"OAS1","chr12","+","OAS1"
"ENSG00000089685",5.38043200485056,5.38985942118127,395.667690886405,4.83099495081533e-88,9.24942293283103e-84,"BIRC5","chr17","+","BIRC5"
"ENSG00000089723",2.16679571592337,2.29023464670428,226.99159376602,2.70050032795824e-51,4.87224269170225e-47,"OTUB2","chr14","+","OTUB2"
"ENSG00000090006",-2.41776108526669,5.60878891456512,584.205550251661,4.5634531656878e-129,8.9060351981563e-125,"LTBP4","chr19","+","LTBP4"
"ENSG00000090382",2.70795548460083,7.60465247653299,95.887210249459,1.21618537126249e-22,1.79363018553792e-18,"LYZ","chr12","+","LYZ"
"ENSG00000090889",5.77743385508303,4.73261653976503,536.935734224947,8.75105765475043e-119,1.70103058693039e-114,"KIF4A","chrX","+","KIF4A"
"ENSG00000090932",2.83401880191543,-0.684616449491938,41.5120113728633,1.17148934222955e-10,1.24599606439535e-06,"DLL3","chr19","+","DLL3"
"ENSG00000091592",-2.26497605690836,4.20283433076542,557.482835290887,2.96612319832338e-123,5.77741476569428e-119,"NLRP1","chr17","-","NLRP1"
"ENSG00000091651",2.55934813555445,2.85997135780636,156.688728805539,5.98642055215192e-36,1.00793362836582e-31,"ORC6","chr16","+","ORC6"
"ENSG00000091831",2.08773826743432,8.88508471112428,68.8796762963748,1.04657821358743e-16,1.37248266929856e-12,"ESR1","chr6","+","ESR1"
"ENSG00000092054",-3.19503643079203,-0.771187752770039,53.5539456761932,2.51588616038181e-13,2.98611080633379e-09,"MYH7","chr14","-","MYH7"
"ENSG00000092529",-3.26028119473642,1.85823746010088,865.946246185456,2.48231182852683e-190,4.89636008176917e-186,"CAPN3","chr15","+","CAPN3"
"ENSG00000092607",-2.3112574239631,2.82273093044815,439.545636730227,1.35935625840166e-97,2.61784828242992e-93,"TBX15","chr1","-","TBX15"
"ENSG00000092820",2.22803403434814,8.50063997323992,376.32372517472,7.85876240016913e-84,1.49905892783226e-79,"EZR","chr6","-","EZR"
"ENSG00000092853",4.70822021758759,2.87084751981377,338.369783077454,1.44512467022378e-75,2.7322972139921e-71,"CLSPN","chr1","-","CLSPN"
"ENSG00000093009",4.0505412758222,3.24296550746609,313.550926583512,3.67869007893652e-70,6.9074763612191e-66,"CDC45","chr22","+","CDC45"
"ENSG00000094755",-2.26213119345375,7.29905337325565,111.685002618361,4.18839196852511e-26,6.4639453250248e-22,"GABRP","chr5","+","GABRP"
"ENSG00000094804",4.43293025029974,4.87120609868246,228.42830479028,1.31252657570011e-51,2.37016049039926e-47,"CDC6","chr17","+","CDC6"
"ENSG00000094963",-3.14683303645672,4.63818419564998,418.409251041941,5.41618056127636e-93,1.03990666776506e-88,"FMO2","chr1","+","FMO2"
"ENSG00000095637",-2.09540916159366,5.81875656292874,288.641898898539,9.82825932602682e-65,1.83110299503206e-60,"SORBS1","chr10","-","SORBS1"
"ENSG00000095739",2.27787519017411,6.27076695817946,66.4127723148583,3.65724684555819e-16,4.72223712698474e-12,"BAMBI","chr10","+","BAMBI"
"ENSG00000096006",5.93499854813694,5.88023865945845,51.7246018484918,6.38575560419187e-13,7.47452693470659e-09,"CRISP3","chr6","-","CRISP3"
"ENSG00000096696",2.08535145195758,9.5345674706111,117.756829706896,1.96003341817763e-27,3.07686045985525e-23,"DSP","chr6","+","DSP"
"ENSG00000099219",2.20320160295936,6.83229146672627,224.999974106316,7.34202787287773e-51,1.32178527795418e-46,"ERMP1","chr9","-","ERMP1"
"ENSG00000099260",-2.00253253363531,4.80169271421497,292.021781441705,1.80315733825921e-65,3.36487190892552e-61,"PALMD","chr1","+","PALMD"
"ENSG00000099812",4.00115037804325,5.23389746329185,189.399788671334,4.29878052159745e-43,7.5189970103261e-39,"MISP","chr19","+","MISP"
